order_id,customer_id,order_date,ship_date,ship_mode,payment_mode
5169,770,09-16-22,09-21-22,Same Day,Card
5170,578,03-21-22,03-24-22,Express,Card
5171,232,11-06-23,11-11-23,Same Day,UPI
5172,298,10-09-24,10-15-24,Same Day,Wallet
5173,663,04-19-23,04-26-23,Standard,Wallet
5174,461,07-07-22,07-14-22,Same Day,UPI
5175,806,10-01-23,10-08-23,Same Day,Card
5176,886,05-04-23,05-05-23,Same Day,COD
5177,178,05-26-23,05-27-23,Same Day,Wallet
5178,354,01-19-24,01-21-24,Standard,Card
5179,482,01-06-24,01-12-24,Standard,Card
5180,600,05-13-23,05-19-23,Same Day,COD
5181,503,05-31-22,06-05-22,Express,UPI
5182,108,03-18-24,03-25-24,Express,Net Banking
5183,96,09-25-24,09-27-24,Same Day,Card
5184,644,11-19-24,11-23-24,Standard,COD
5185,926,10-10-23,10-17-23,Standard,Card
5186,327,03-17-24,03-24-24,Standard,Net Banking
5187,64,07-19-22,07-20-22,Same Day,COD
5188,753,03-21-24,03-28-24,Express,Wallet
5189,868,01-25-24,01-29-24,Express,Card
5190,640,12-18-23,12-25-23,Same Day,COD
5191,492,07-03-23,07-04-23,Express,Net Banking
5192,263,06-14-24,06-19-24,Standard,UPI
5193,108,12-17-24,12-22-24,Express,UPI
5194,114,12-24-22,12-30-22,Standard,COD
5195,335,08-06-24,08-12-24,Express,Card
5196,910,11-17-23,11-24-23,Same Day,Net Banking
5197,658,04-08-23,04-10-23,Standard,Wallet
5198,774,01-18-22,01-20-22,Express,UPI
5199,204,11-07-22,11-10-22,Same Day,Net Banking
5200,559,12-27-24,12-28-24,Express,UPI
5201,432,01-27-22,01-31-22,Same Day,Wallet
5202,581,10-08-22,10-11-22,Express,UPI
5203,540,09-11-23,09-12-23,Express,UPI
5204,253,12-18-23,12-23-23,Express,Wallet
5205,978,07-15-24,07-21-24,Standard,Wallet
5206,588,02-07-22,02-12-22,Standard,UPI
5207,441,12-09-22,12-14-22,Standard,Card
5208,97,06-11-22,06-13-22,Same Day,Wallet
5209,765,06-01-24,06-08-24,Express,UPI
5210,144,08-27-24,08-30-24,Same Day,UPI
5211,508,04-19-23,04-24-23,Same Day,UPI
5212,966,03-08-23,03-14-23,Same Day,Net Banking
5213,341,12-03-24,12-04-24,Standard,Card
5214,388,03-27-22,04-01-22,Express,Net Banking
5215,961,04-21-23,04-28-23,Express,Wallet
5216,700,07-05-24,07-10-24,Standard,UPI
5217,160,08-25-24,08-28-24,Express,Card
5218,229,11-01-22,11-08-22,Express,Wallet
5219,188,05-21-24,05-23-24,Same Day,COD
5220,400,02-09-23,02-12-23,Standard,Net Banking
5221,922,04-09-22,04-13-22,Standard,Wallet
5222,14,09-30-24,10-05-24,Standard,Wallet
5223,833,02-22-23,02-27-23,Standard,Net Banking
5224,162,12-11-24,12-15-24,Express,Net Banking
5225,805,05-24-23,05-28-23,Express,Wallet
5226,893,01-14-22,01-18-22,Same Day,COD
5227,524,08-17-22,08-21-22,Standard,Wallet
5228,268,07-31-24,08-01-24,Express,Card
5229,842,06-01-22,06-08-22,Express,COD
5230,532,06-21-23,06-23-23,Same Day,Net Banking
5231,151,10-31-22,11-06-22,Same Day,UPI
5232,84,10-06-24,10-10-24,Standard,Net Banking
5233,896,08-29-23,09-04-23,Express,Wallet
5234,986,05-31-22,06-01-22,Express,Card
5235,282,01-23-22,01-27-22,Same Day,UPI
5236,113,08-17-24,08-18-24,Same Day,UPI
5237,12,04-15-24,04-19-24,Standard,Card
5238,827,09-05-22,09-11-22,Standard,COD
5239,14,10-21-23,10-25-23,Same Day,Net Banking
5240,625,09-06-23,09-12-23,Standard,Net Banking
5241,132,07-04-23,07-09-23,Express,Card
5242,810,12-08-24,12-13-24,Same Day,Wallet
5243,623,07-12-23,07-13-23,Standard,Net Banking
5244,143,04-01-24,04-06-24,Standard,COD
5245,368,02-07-24,02-11-24,Standard,COD
5246,639,03-01-23,03-03-23,Standard,UPI
5247,99,10-19-22,10-22-22,Express,Net Banking
5248,717,08-24-23,08-31-23,Standard,Net Banking
5249,16,09-13-22,09-20-22,Express,Wallet
5250,853,03-26-22,04-01-22,Express,COD
5251,508,07-29-22,08-01-22,Standard,Card
5252,28,08-31-22,09-05-22,Standard,Wallet
5253,256,07-09-22,07-12-22,Express,Card
5254,865,09-26-22,10-02-22,Express,Net Banking
5255,137,10-12-23,10-18-23,Express,COD
5256,622,04-17-24,04-19-24,Same Day,UPI
5257,971,08-19-23,08-21-23,Standard,Net Banking
5258,186,08-14-24,08-20-24,Express,Card
5259,953,07-12-22,07-18-22,Express,UPI
5260,130,03-07-23,03-11-23,Same Day,Net Banking
5261,676,09-14-23,09-16-23,Same Day,Net Banking
5262,465,02-07-23,02-08-23,Express,Card
5263,490,06-19-24,06-23-24,Express,UPI
5264,905,09-09-22,09-12-22,Same Day,COD
5265,784,01-01-22,01-08-22,Express,Wallet
5266,757,05-23-24,05-28-24,Same Day,Card
5267,113,10-13-24,10-14-24,Same Day,Net Banking
5268,490,01-11-24,01-16-24,Standard,Wallet
5269,962,12-19-24,12-22-24,Same Day,COD
5270,216,12-10-22,12-11-22,Standard,Card
5271,964,05-07-23,05-12-23,Standard,Card
5272,819,02-27-23,03-03-23,Express,UPI
5273,997,11-09-24,11-13-24,Standard,Net Banking
5274,554,03-11-23,03-12-23,Same Day,COD
5275,728,02-27-23,03-04-23,Same Day,Card
5276,281,04-11-22,04-12-22,Standard,UPI
5277,753,07-31-23,08-02-23,Express,Net Banking
5278,641,12-28-23,12-31-23,Express,Wallet
5279,845,09-01-23,09-08-23,Express,UPI
5280,39,12-25-23,12-29-23,Express,COD
5281,724,10-18-23,10-22-23,Standard,Net Banking
5282,848,03-14-23,03-19-23,Standard,Card
5283,857,09-25-22,09-29-22,Same Day,COD
5284,803,07-02-24,07-05-24,Express,UPI
5285,704,12-22-22,12-26-22,Same Day,Net Banking
5286,378,08-18-23,08-23-23,Same Day,Wallet
5287,948,01-31-24,02-06-24,Standard,COD
5288,170,04-22-24,04-28-24,Standard,COD
5289,549,06-14-22,06-20-22,Same Day,Net Banking
5290,898,10-31-24,11-03-24,Same Day,Net Banking
5291,243,12-15-24,12-18-24,Same Day,Wallet
5292,381,03-26-23,03-31-23,Same Day,Wallet
5293,425,11-26-22,11-30-22,Standard,Net Banking
5294,81,01-25-24,01-27-24,Standard,Card
5295,590,05-19-24,05-21-24,Same Day,Net Banking
5296,683,06-20-23,06-26-23,Standard,Wallet
5297,934,01-20-22,01-25-22,Express,COD
5298,48,05-02-24,05-06-24,Same Day,UPI
5299,628,03-29-23,03-30-23,Same Day,COD
5300,600,11-05-23,11-12-23,Same Day,UPI
5301,648,04-24-22,04-25-22,Same Day,Wallet
5302,828,07-19-22,07-26-22,Standard,Card
5303,548,07-25-23,08-01-23,Same Day,COD
5304,598,12-15-24,12-16-24,Standard,Wallet
5305,577,11-26-22,11-28-22,Express,UPI
5306,268,10-05-22,10-12-22,Standard,Net Banking
5307,977,06-16-22,06-19-22,Same Day,COD
5308,315,08-20-23,08-27-23,Same Day,Net Banking
5309,902,11-22-24,11-29-24,Standard,UPI
5310,402,12-15-24,12-22-24,Express,Card
5311,602,07-03-24,07-06-24,Standard,UPI
5312,758,09-24-23,09-30-23,Express,COD
5313,337,01-16-24,01-19-24,Express,UPI
5314,651,03-10-23,03-14-23,Standard,Net Banking
5315,499,03-01-24,03-02-24,Express,UPI
5316,99,04-25-22,05-01-22,Standard,Card
5317,590,12-23-22,12-29-22,Same Day,COD
5318,754,01-28-24,02-04-24,Express,UPI
5319,657,12-04-22,12-06-22,Standard,COD
5320,356,08-07-22,08-13-22,Same Day,UPI
5321,529,07-15-22,07-22-22,Standard,Net Banking
5322,175,11-27-24,12-01-24,Standard,Net Banking
5323,200,11-06-24,11-12-24,Standard,COD
5324,567,03-06-23,03-12-23,Standard,UPI
5325,382,01-26-22,01-30-22,Standard,COD
5326,544,10-06-23,10-11-23,Express,UPI
5327,6,04-07-22,04-13-22,Express,Net Banking
5328,97,11-30-22,12-05-22,Standard,UPI
5329,925,06-19-22,06-26-22,Express,COD
5330,60,02-28-23,03-05-23,Standard,COD
5331,2,01-11-22,01-14-22,Same Day,Card
5332,182,03-31-24,04-07-24,Same Day,UPI
5333,223,05-23-23,05-28-23,Same Day,COD
5334,164,08-17-22,08-22-22,Same Day,Net Banking
5335,604,06-24-24,06-30-24,Standard,Card
5336,469,07-21-24,07-22-24,Express,UPI
5337,769,05-28-22,06-02-22,Standard,Net Banking
5338,939,10-28-24,11-04-24,Express,COD
5339,591,11-10-23,11-17-23,Express,Card
5340,740,02-09-24,02-15-24,Same Day,Card
5341,603,12-11-22,12-12-22,Standard,UPI
5342,66,09-03-23,09-05-23,Express,Wallet
5343,547,11-10-24,11-17-24,Express,UPI
5344,262,02-24-23,03-03-23,Same Day,COD
5345,279,08-29-23,09-05-23,Express,UPI
5346,351,07-11-24,07-17-24,Express,Card
5347,305,09-03-22,09-07-22,Same Day,Net Banking
5348,114,07-17-24,07-20-24,Express,COD
5349,969,06-14-24,06-21-24,Standard,UPI
5350,719,08-18-23,08-21-23,Express,UPI
5351,613,09-24-22,09-28-22,Express,Wallet
5352,981,08-18-23,08-21-23,Standard,COD
5353,781,12-24-22,12-27-22,Standard,Wallet
5354,350,02-09-24,02-15-24,Same Day,Wallet
5355,879,04-18-22,04-23-22,Express,COD
5356,764,01-09-22,01-12-22,Express,Wallet
5357,223,03-17-24,03-24-24,Same Day,Card
5358,631,07-02-24,07-03-24,Same Day,Wallet
5359,512,05-13-22,05-18-22,Same Day,Net Banking
5360,664,04-18-23,04-22-23,Express,Card
5361,19,09-11-24,09-13-24,Standard,Wallet
5362,430,01-28-22,01-31-22,Same Day,Card
5363,522,11-06-22,11-12-22,Standard,Card
5364,508,08-22-22,08-24-22,Express,Wallet
5365,634,12-30-24,01-03-25,Standard,UPI
5366,407,11-10-22,11-14-22,Same Day,UPI
5367,479,08-29-24,09-02-24,Same Day,COD
5368,615,02-14-24,02-17-24,Standard,UPI
5369,99,07-05-22,07-06-22,Express,Net Banking
5370,727,04-06-24,04-08-24,Standard,COD
5371,813,07-27-23,07-30-23,Express,Wallet
5372,347,09-23-24,09-24-24,Express,Wallet
5373,250,08-18-23,08-24-23,Standard,Card
5374,48,06-28-23,06-30-23,Express,Wallet
5375,766,12-04-23,12-05-23,Standard,Card
5376,695,08-14-24,08-20-24,Standard,Net Banking
5377,873,03-08-22,03-09-22,Express,Net Banking
5378,262,06-20-22,06-23-22,Standard,COD
5379,165,11-16-24,11-23-24,Same Day,COD
5380,345,04-06-23,04-07-23,Same Day,UPI
5381,36,11-02-24,11-07-24,Same Day,Net Banking
5382,539,12-28-23,01-03-24,Express,UPI
5383,40,04-20-23,04-24-23,Same Day,UPI
5384,942,12-22-23,12-23-23,Same Day,COD
5385,327,04-22-24,04-28-24,Express,Wallet
5386,288,03-24-24,03-26-24,Same Day,UPI
5387,795,02-12-24,02-18-24,Standard,Card
5388,546,05-28-23,06-01-23,Same Day,Net Banking
5389,172,03-19-23,03-26-23,Same Day,Net Banking
5390,314,03-25-24,03-30-24,Same Day,COD
5391,159,08-14-23,08-16-23,Standard,COD
5392,994,06-12-23,06-15-23,Same Day,Net Banking
5393,603,11-25-22,11-27-22,Express,COD
5394,979,09-07-23,09-12-23,Standard,Wallet
5395,853,05-21-24,05-25-24,Standard,COD
5396,529,07-25-22,08-01-22,Express,Wallet
5397,544,11-29-24,12-03-24,Same Day,UPI
5398,215,03-15-23,03-20-23,Standard,Card
5399,123,05-10-22,05-17-22,Same Day,UPI
5400,403,10-26-24,10-31-24,Standard,Card
5401,778,10-30-24,11-06-24,Standard,UPI
5402,927,01-07-22,01-14-22,Same Day,UPI
5403,406,12-12-23,12-14-23,Express,COD
5404,613,09-28-24,09-29-24,Express,Net Banking
5405,407,06-04-24,06-10-24,Standard,COD
5406,594,10-09-22,10-13-22,Same Day,Card
5407,531,05-08-24,05-10-24,Same Day,Card
5408,133,10-17-24,10-24-24,Standard,Card
5409,890,05-02-23,05-08-23,Same Day,Card
5410,564,12-20-22,12-23-22,Same Day,COD
5411,471,07-13-22,07-17-22,Express,Card
5412,781,09-30-24,10-01-24,Express,Card
5413,968,01-27-23,02-02-23,Same Day,COD
5414,628,11-22-24,11-29-24,Same Day,Net Banking
5415,825,03-13-24,03-16-24,Standard,Wallet
5416,489,04-21-23,04-26-23,Same Day,UPI
5417,210,10-06-24,10-12-24,Standard,Wallet
5418,428,12-29-24,12-30-24,Express,Net Banking
5419,864,05-29-23,05-31-23,Same Day,UPI
5420,531,05-10-22,05-15-22,Express,UPI
5421,904,05-02-24,05-06-24,Standard,COD
5422,423,12-05-22,12-09-22,Express,Net Banking
5423,767,12-02-22,12-05-22,Express,UPI
5424,18,10-28-22,11-01-22,Same Day,Card
5425,55,02-26-23,03-04-23,Standard,UPI
5426,632,02-25-23,03-02-23,Same Day,UPI
5427,76,04-10-23,04-12-23,Standard,COD
5428,253,04-08-24,04-13-24,Express,Wallet
5429,86,06-04-23,06-07-23,Standard,COD
5430,661,10-20-23,10-27-23,Same Day,COD
5431,129,02-26-22,03-03-22,Express,Card
5432,656,07-14-24,07-18-24,Standard,Wallet
5433,232,03-19-22,03-26-22,Standard,UPI
5434,728,03-23-23,03-30-23,Express,Net Banking
5435,948,02-06-23,02-07-23,Standard,UPI
5436,729,01-21-23,01-23-23,Same Day,Wallet
5437,667,08-31-23,09-06-23,Standard,Wallet
5438,267,09-23-22,09-26-22,Same Day,UPI
5439,28,04-09-24,04-11-24,Express,Wallet
5440,36,01-20-23,01-24-23,Express,Card
5441,357,10-20-23,10-24-23,Express,UPI
5442,697,04-06-24,04-11-24,Standard,Card
5443,72,02-24-24,02-26-24,Same Day,COD
5444,926,12-04-24,12-07-24,Same Day,Card
5445,659,10-03-24,10-09-24,Same Day,Net Banking
5446,188,07-08-23,07-13-23,Standard,Card
5447,503,02-13-22,02-17-22,Standard,Card
5448,590,09-26-24,09-27-24,Standard,UPI
5449,315,04-04-23,04-06-23,Standard,Wallet
5450,85,10-29-23,11-03-23,Standard,Wallet
5451,22,04-27-22,05-02-22,Standard,Wallet
5452,263,02-03-22,02-04-22,Express,UPI
5453,360,06-02-23,06-08-23,Express,Net Banking
5454,49,02-23-23,02-27-23,Express,Net Banking
5455,942,02-19-22,02-24-22,Same Day,UPI
5456,750,07-25-24,07-29-24,Same Day,Wallet
5457,706,05-13-22,05-20-22,Express,UPI
5458,148,05-13-24,05-18-24,Express,UPI
5459,142,10-18-22,10-20-22,Standard,Wallet
5460,782,05-26-23,06-02-23,Express,Card
5461,794,03-10-22,03-17-22,Same Day,Net Banking
5462,923,12-21-23,12-22-23,Express,Card
5463,890,05-20-22,05-27-22,Same Day,Net Banking
5464,504,09-18-24,09-19-24,Express,Net Banking
5465,892,12-22-22,12-28-22,Same Day,Wallet
5466,368,05-19-23,05-24-23,Same Day,UPI
5467,669,07-13-24,07-20-24,Express,Card
5468,971,02-27-22,02-28-22,Standard,Net Banking
5469,586,07-17-24,07-24-24,Standard,Card
5470,497,02-21-24,02-23-24,Express,Net Banking
5471,988,10-25-24,10-29-24,Express,Card
5472,473,11-17-24,11-24-24,Standard,COD
5473,187,05-20-24,05-21-24,Standard,Card
5474,506,05-17-22,05-24-22,Express,Wallet
5475,772,09-24-24,09-30-24,Standard,Net Banking
5476,492,05-28-22,05-30-22,Same Day,Wallet
5477,486,06-24-24,07-01-24,Standard,UPI
5478,490,01-06-23,01-13-23,Same Day,UPI
5479,421,06-09-24,06-15-24,Standard,Wallet
5480,392,11-06-23,11-11-23,Same Day,COD
5481,781,04-08-23,04-11-23,Standard,Card
5482,156,01-10-22,01-11-22,Standard,UPI
5483,259,09-25-23,09-30-23,Standard,COD
5484,41,02-16-23,02-19-23,Express,Card
5485,790,11-27-23,11-28-23,Same Day,UPI
5486,449,10-31-23,11-04-23,Standard,Card
5487,963,07-08-24,07-13-24,Standard,Net Banking
5488,434,12-17-22,12-22-22,Same Day,Wallet
5489,632,10-29-22,11-01-22,Same Day,Card
5490,609,06-08-22,06-09-22,Same Day,COD
5491,577,06-07-24,06-08-24,Same Day,Wallet
5492,592,06-26-24,06-29-24,Standard,Net Banking
5493,96,01-23-24,01-29-24,Same Day,COD
5494,973,12-10-24,12-14-24,Express,COD
5495,941,11-30-22,12-01-22,Standard,Net Banking
5496,487,08-31-23,09-07-23,Standard,UPI
5497,253,11-15-24,11-20-24,Same Day,Wallet
5498,519,01-18-23,01-24-23,Standard,UPI
5499,130,02-04-22,02-10-22,Standard,Net Banking
5500,181,04-12-22,04-15-22,Express,Wallet
5501,549,08-19-24,08-25-24,Same Day,Net Banking
5502,149,05-19-22,05-21-22,Standard,UPI
5503,326,01-23-23,01-28-23,Standard,Wallet
5504,145,10-14-22,10-16-22,Standard,UPI
5505,617,10-10-23,10-14-23,Express,Wallet
5506,575,04-14-24,04-17-24,Express,COD
5507,581,12-14-24,12-20-24,Standard,COD
5508,866,04-20-24,04-21-24,Express,Net Banking
5509,258,09-08-23,09-09-23,Same Day,UPI
5510,370,05-31-22,06-02-22,Standard,UPI
5511,273,08-24-24,08-29-24,Same Day,Net Banking
5512,242,05-07-24,05-10-24,Standard,COD
5513,525,09-16-22,09-22-22,Same Day,Net Banking
5514,661,10-04-24,10-08-24,Express,COD
5515,179,09-09-23,09-16-23,Express,Wallet
5516,133,04-07-23,04-10-23,Standard,Wallet
5517,396,07-04-24,07-10-24,Same Day,Card
5518,598,01-31-22,02-07-22,Standard,Card
5519,193,10-01-23,10-08-23,Standard,Net Banking
5520,629,09-12-24,09-15-24,Same Day,COD
5521,828,09-15-22,09-18-22,Same Day,Card
5522,169,09-07-23,09-08-23,Express,Net Banking
5523,176,03-05-24,03-11-24,Standard,UPI
5524,179,04-19-22,04-20-22,Express,Net Banking
5525,151,01-28-23,01-30-23,Standard,Wallet
5526,27,08-22-23,08-29-23,Same Day,Wallet
5527,496,12-07-24,12-13-24,Express,COD
5528,223,10-18-23,10-23-23,Same Day,Card
5529,386,04-01-24,04-05-24,Standard,Card
5530,230,10-23-24,10-29-24,Standard,UPI
5531,98,05-29-22,05-31-22,Standard,Wallet
5532,287,01-13-22,01-18-22,Express,COD
5533,382,01-13-23,01-17-23,Standard,Net Banking
5534,755,09-18-23,09-19-23,Same Day,Card
5535,714,09-10-22,09-15-22,Express,Card
5536,349,12-11-24,12-15-24,Standard,Wallet
5537,669,04-19-23,04-26-23,Same Day,UPI
5538,913,10-08-22,10-10-22,Same Day,UPI
5539,927,05-29-22,06-03-22,Same Day,Net Banking
5540,762,03-07-22,03-11-22,Same Day,Net Banking
5541,326,03-21-22,03-25-22,Same Day,Net Banking
5542,296,03-08-23,03-15-23,Standard,UPI
5543,170,10-07-22,10-12-22,Express,Net Banking
5544,520,05-09-22,05-12-22,Same Day,COD
5545,295,06-19-23,06-24-23,Same Day,COD
5546,734,12-29-22,01-03-23,Express,UPI
5547,280,03-15-24,03-18-24,Express,COD
5548,457,10-28-24,10-30-24,Standard,UPI
5549,978,06-07-24,06-09-24,Standard,Net Banking
5550,468,01-07-22,01-11-22,Express,COD
5551,204,12-01-24,12-02-24,Same Day,Net Banking
5552,274,01-29-22,02-04-22,Express,Card
5553,467,03-27-23,04-03-23,Standard,UPI
5554,973,03-05-22,03-07-22,Same Day,UPI
5555,494,01-29-24,02-05-24,Express,Card
5556,453,10-31-22,11-01-22,Same Day,Card
5557,57,12-25-24,12-26-24,Express,Net Banking
5558,97,12-28-24,01-03-25,Same Day,Net Banking
5559,505,08-21-24,08-28-24,Standard,Wallet
5560,259,05-06-24,05-09-24,Standard,Card
5561,431,01-07-22,01-11-22,Standard,Wallet
5562,805,03-14-23,03-20-23,Express,Net Banking
5563,390,09-03-23,09-04-23,Standard,UPI
5564,963,06-01-24,06-04-24,Standard,Net Banking
5565,514,04-14-24,04-16-24,Same Day,Wallet
5566,829,11-22-24,11-27-24,Same Day,Card
5567,79,05-20-23,05-26-23,Same Day,COD
5568,60,06-22-23,06-27-23,Express,Net Banking
5569,107,04-05-23,04-11-23,Express,COD
5570,324,09-25-24,09-29-24,Standard,Wallet
5571,302,10-25-24,11-01-24,Standard,Card
5572,969,04-07-23,04-14-23,Same Day,UPI
5573,531,04-07-23,04-13-23,Same Day,COD
5574,801,06-26-23,07-03-23,Standard,Net Banking
5575,80,02-18-22,02-19-22,Same Day,Wallet
5576,435,11-02-23,11-03-23,Standard,Net Banking
5577,333,05-16-23,05-21-23,Express,Net Banking
5578,144,11-16-22,11-19-22,Standard,COD
5579,264,03-25-22,03-31-22,Same Day,Wallet
5580,196,10-15-24,10-19-24,Same Day,Net Banking
5581,609,09-30-23,10-03-23,Same Day,COD
5582,80,01-22-24,01-23-24,Express,Wallet
5583,370,01-16-23,01-23-23,Same Day,UPI
5584,938,07-18-24,07-20-24,Same Day,Card
5585,976,09-06-23,09-08-23,Express,UPI
5586,987,05-16-24,05-19-24,Express,Net Banking
5587,973,11-02-24,11-07-24,Same Day,COD
5588,519,05-09-23,05-15-23,Express,Wallet
5589,235,06-28-23,07-05-23,Express,Card
5590,177,08-19-22,08-21-22,Standard,Net Banking
5591,109,11-10-22,11-11-22,Express,UPI
5592,567,05-29-23,06-03-23,Express,COD
5593,407,11-08-23,11-10-23,Same Day,Card
5594,893,03-28-22,04-04-22,Standard,Net Banking
5595,914,02-13-23,02-19-23,Standard,Wallet
5596,732,03-23-22,03-28-22,Express,UPI
5597,843,11-04-22,11-11-22,Standard,UPI
5598,524,06-01-23,06-03-23,Express,Wallet
5599,990,07-29-24,08-05-24,Same Day,COD
5600,505,06-01-22,06-02-22,Same Day,Net Banking
5601,887,08-18-22,08-23-22,Express,COD
5602,376,03-05-24,03-06-24,Standard,Net Banking
5603,533,05-06-23,05-09-23,Standard,Wallet
5604,639,11-08-24,11-12-24,Standard,Card
5605,569,11-06-23,11-11-23,Standard,Net Banking
5606,97,11-18-23,11-19-23,Express,Wallet
5607,246,07-10-23,07-16-23,Standard,COD
5608,712,05-06-24,05-08-24,Standard,Net Banking
5609,933,07-14-24,07-15-24,Express,Wallet
5610,726,12-19-24,12-20-24,Standard,UPI
5611,71,08-26-23,08-31-23,Standard,Card
5612,117,07-14-23,07-19-23,Same Day,UPI
5613,191,07-29-23,08-04-23,Same Day,UPI
5614,557,10-09-22,10-13-22,Express,UPI
5615,312,07-08-23,07-09-23,Standard,Card
5616,791,07-03-22,07-08-22,Standard,UPI
5617,264,07-06-23,07-13-23,Express,Wallet
5618,552,11-08-24,11-12-24,Standard,COD
5619,774,04-19-23,04-21-23,Same Day,UPI
5620,879,10-26-22,11-01-22,Express,COD
5621,265,10-11-24,10-15-24,Express,COD
5622,978,06-08-23,06-13-23,Express,Wallet
5623,663,08-25-24,08-29-24,Express,UPI
5624,479,11-23-22,11-26-22,Same Day,COD
5625,980,06-05-22,06-11-22,Express,Wallet
5626,133,08-24-22,08-30-22,Same Day,Net Banking
5627,602,04-05-23,04-06-23,Standard,Card
5628,229,08-21-24,08-28-24,Express,UPI
5629,741,12-22-22,12-23-22,Express,UPI
5630,923,07-27-23,07-28-23,Standard,Card
5631,106,01-23-23,01-28-23,Same Day,UPI
5632,39,06-18-24,06-23-24,Standard,Card
5633,848,07-10-23,07-17-23,Express,Net Banking
5634,919,09-28-22,10-01-22,Same Day,Card
5635,81,03-07-23,03-11-23,Same Day,Wallet
5636,297,10-02-24,10-04-24,Express,UPI
5637,445,08-22-24,08-29-24,Standard,COD
5638,406,06-13-23,06-16-23,Express,UPI
5639,711,12-12-23,12-17-23,Same Day,Wallet
5640,350,12-10-24,12-11-24,Express,COD
5641,733,01-01-22,01-05-22,Express,COD
5642,282,06-29-24,07-05-24,Same Day,UPI
5643,602,10-16-24,10-22-24,Same Day,UPI
5644,650,03-06-23,03-12-23,Standard,COD
5645,206,02-18-22,02-22-22,Express,COD
5646,510,05-01-23,05-03-23,Standard,Net Banking
5647,80,02-26-22,02-28-22,Express,Wallet
5648,880,05-03-23,05-08-23,Standard,UPI
5649,464,09-13-24,09-16-24,Standard,Net Banking
5650,609,12-02-23,12-07-23,Standard,COD
5651,476,12-16-22,12-23-22,Express,Card
5652,295,10-31-24,11-03-24,Standard,Card
5653,623,08-05-23,08-07-23,Standard,Net Banking
5654,780,02-19-22,02-20-22,Standard,UPI
5655,399,01-26-23,01-31-23,Express,Net Banking
5656,216,06-04-22,06-08-22,Standard,UPI
5657,730,09-05-22,09-06-22,Same Day,Wallet
5658,305,01-06-22,01-08-22,Express,Wallet
5659,161,08-20-22,08-26-22,Express,Net Banking
5660,787,08-10-22,08-12-22,Standard,Card
5661,90,05-01-22,05-03-22,Same Day,UPI
5662,272,06-01-23,06-07-23,Standard,COD
5663,665,12-11-24,12-17-24,Express,Wallet
5664,97,10-20-23,10-27-23,Same Day,Card
5665,721,06-24-23,06-26-23,Same Day,COD
5666,480,02-08-22,02-09-22,Standard,Card
5667,691,03-02-22,03-06-22,Express,COD
5668,907,05-21-24,05-26-24,Standard,Card
5669,380,04-20-23,04-22-23,Same Day,UPI
5670,960,03-19-24,03-26-24,Express,Wallet
5671,5,08-07-23,08-13-23,Same Day,COD
5672,551,11-28-22,12-01-22,Express,Wallet
5673,861,11-26-23,11-27-23,Standard,Wallet
5674,852,04-29-24,05-05-24,Same Day,COD
5675,501,12-04-24,12-05-24,Express,COD
5676,603,07-20-24,07-25-24,Express,UPI
5677,293,12-03-24,12-08-24,Express,Wallet
5678,687,02-13-23,02-17-23,Express,COD
5679,538,12-27-22,12-31-22,Standard,COD
5680,204,05-24-22,05-30-22,Standard,Card
5681,246,03-17-23,03-22-23,Express,UPI
5682,897,10-11-23,10-15-23,Standard,UPI
5683,529,05-08-23,05-15-23,Same Day,COD
5684,713,01-30-24,01-31-24,Standard,Card
5685,909,02-15-23,02-16-23,Standard,COD
5686,704,11-21-23,11-25-23,Express,UPI
5687,525,07-05-24,07-07-24,Standard,UPI
5688,718,12-11-22,12-18-22,Same Day,UPI
5689,234,09-03-24,09-05-24,Express,Wallet
5690,566,12-30-22,01-02-23,Standard,Wallet
5691,181,12-22-23,12-25-23,Standard,Net Banking
5692,767,08-12-22,08-13-22,Standard,Card
5693,186,11-27-23,12-03-23,Same Day,Wallet
5694,254,09-07-23,09-08-23,Express,Wallet
5695,636,11-22-24,11-23-24,Standard,COD
5696,633,06-18-22,06-22-22,Standard,COD
5697,401,09-29-23,10-04-23,Standard,Card
5698,891,11-10-24,11-12-24,Standard,Wallet
5699,200,10-23-24,10-24-24,Express,COD
5700,767,03-17-22,03-23-22,Same Day,Net Banking
5701,921,08-25-22,09-01-22,Same Day,Card
5702,724,01-10-22,01-11-22,Same Day,Net Banking
5703,534,02-26-23,03-04-23,Same Day,Wallet
5704,437,08-08-23,08-15-23,Express,Card
5705,705,06-08-23,06-11-23,Same Day,Wallet
5706,905,08-13-24,08-15-24,Same Day,UPI
5707,688,09-22-23,09-27-23,Express,UPI
5708,313,08-16-23,08-18-23,Same Day,UPI
5709,898,01-10-23,01-14-23,Express,Wallet
5710,56,12-01-23,12-02-23,Express,Net Banking
5711,107,10-31-24,11-05-24,Same Day,Net Banking
5712,470,03-25-22,03-28-22,Same Day,Card
5713,619,04-05-24,04-10-24,Standard,Wallet
5714,282,03-03-22,03-05-22,Standard,UPI
5715,193,09-09-23,09-16-23,Standard,UPI
5716,631,09-27-22,10-01-22,Express,Wallet
5717,526,03-19-22,03-21-22,Express,Card
5718,918,05-02-24,05-06-24,Same Day,Card
5719,800,02-13-23,02-16-23,Same Day,COD
5720,574,04-25-24,04-29-24,Standard,UPI
5721,161,01-02-22,01-07-22,Same Day,Card
5722,560,05-03-24,05-09-24,Express,Card
